# 4 circles per group
485.523676,267.361350,89.585970
403.198577,171.206007,55.089333
396.959929,123.300408,91.474884
316.476387,274.262170,91.589731
750.773477,184.712960,125.894450
870.147095,226.416349,51.029130
848.565601,214.445115,126.321001
728.200186,173.318277,50.695139
1285.496426,275.159863,89.276664
1198.889752,255.911225,47.329023
1112.857435,273.340223,88.169952
1199.655673,124.049772,89.356293
1591.463855,119.242693,94.543370
1516.744436,218.636018,91.916930
1576.675280,240.914290,33.785520
1680.424970,279.431582,94.451879
2069.467078,208.522302,105.720991
1992.724930,199.273218,91.166112
1914.061271,189.823182,89.180176
1992.729177,199.479715,129.592294
2394.118755,148.140176,112.200377
2454.623636,242.853156,60.446299
2340.067964,247.786080,115.110840
2454.112500,243.101023,120.949218
2801.274627,217.149915,53.680254
2831.853871,185.342319,84.282929
2855.314683,138.437770,113.488129
2743.263179,261.712228,113.342436
3112.772361,251.286100,62.804824
3166.816222,131.507401,106.519214
3198.738725,177.575664,55.388080
3253.943840,280.342380,94.766832
3515.412495,273.938802,90.634317
3684.532014,268.821788,90.324005
3600.005301,252.117847,25.648277
3595.916604,124.502437,90.590702
4031.561888,257.185498,117.803418
3967.276029,142.283092,117.381935
3989.075961,205.039418,73.504781
3982.906266,208.955182,103.466477
4432.766178,133.890263,109.011513
4374.538261,226.461564,131.551372
4398.725738,237.452063,52.243579
4424.263325,243.471131,131.576861
4727.873019,218.015756,103.027033
4820.733408,153.119670,128.282483
4877.344076,212.295318,72.087664
4813.196178,212.057756,161.721244
128.196384,649.720954,73.091706
211.156574,581.238130,101.790135
100.629890,583.673359,75.669271
307.173412,543.894755,68.003706
538.911455,625.453718,113.914038
660.845547,588.717517,114.317017
599.644250,607.173110,78.969481
573.776431,545.878273,87.044042
939.954023,648.732152,115.080666
1031.669755,578.440748,95.245873
1031.499507,578.069202,47.730004
1031.887555,577.952893,142.990288
1400.482881,622.670014,16.579387
1402.522158,523.251482,89.566852
1485.616958,674.731198,89.644558
1313.862673,670.623360,88.865326
1826.743512,513.502144,81.674924
1811.856027,535.635319,91.178344
1884.420577,663.000329,90.476200
1715.512906,675.815660,90.708666
2125.337196,654.850984,100.293332
2177.508085,670.827487,100.280752
2275.020591,527.917304,100.218763
2240.643232,620.965118,24.138430
2662.141697,602.200647,112.855321
2599.095091,618.403597,65.450528
2537.785916,595.871731,113.034322
